Temperatura,Horas_Operacion,Carga,Humedad,Consumo_Energia
29.0,3.3,77.5,49.9,21.1
19.7,5.8,75.8,40.8,25.04
20.4,7.9,88.0,47.7,27.07
19.5,7.5,90.2,55.8,29.96
19.6,7.5,45.6,80.4,21.78
26.9,11.7,79.4,48.3,31.48
18.0,7.2,97.4,87.0,29.55
31.3,7.4,32.6,40.6,21.65
27.7,11.3,36.9,56.1,30.96
30.3,4.0,30.3,47.8,19.54
26.2,8.1,77.3,74.8,29.1
33.4,10.5,74.8,82.0,34.11
32.0,4.3,94.5,76.1,23.63
26.5,3.3,59.8,83.0,17.91
22.2,3.3,33.5,59.4,19.37
20.2,11.5,77.1,87.0,34.78
32.3,2.6,85.8,58.2,23.01
29.5,2.9,93.1,50.4,23.45
22.5,4.0,45.7,74.8,21.01
30.3,6.6,56.2,86.2,26.22
23.2,9.8,83.5,43.1,31.96
22.3,3.0,69.6,45.8,15.18
30.6,10.6,58.5,83.4,30.86
30.6,3.8,39.2,84.1,16.88
32.0,11.5,66.0,82.4,35.57
32.4,4.9,88.2,47.6,25.85
27.3,5.0,76.9,67.7,26.59
22.4,3.1,82.8,81.4,22.96
28.3,2.6,40.0,57.7,14.9
23.1,7.0,79.1,75.5,28.41
31.5,10.6,32.9,74.2,27.45
20.0,2.8,65.4,56.8,22.21
23.5,2.5,76.0,82.6,20.76
18.6,6.3,35.3,73.5,21.65
25.6,6.2,41.0,54.4,23.26
20.4,10.6,65.5,68.3,31.49
34.5,3.8,64.5,62.2,20.86
24.0,9.9,74.0,44.1,29.45
31.4,5.0,94.9,62.0,26.44
32.1,2.5,40.0,52.4,17.3
19.6,5.6,86.6,50.5,23.56
29.4,6.0,36.1,41.0,25.17
23.9,8.3,41.7,79.7,24.15
23.1,4.5,49.8,87.4,23.45
30.8,2.1,70.5,49.9,12.43
22.3,3.4,91.4,83.1,21.04
23.3,4.5,97.0,51.3,26.34
30.9,11.4,45.1,73.8,37.08
23.9,4.8,68.9,45.4,23.17
24.7,11.0,75.1,70.0,35.34
30.6,7.8,68.2,71.9,28.87
20.4,5.1,54.9,52.0,20.97
29.8,8.7,58.6,75.9,29.31
23.5,2.8,55.4,69.3,19.24
32.3,10.3,79.2,58.6,33.85
28.5,7.9,44.9,69.4,27.95
18.1,6.8,45.9,59.4,25.39
20.2,7.0,71.4,81.8,24.58
30.8,10.9,99.1,48.0,34.29
21.7,3.2,88.1,59.9,19.88
18.3,4.0,85.9,61.2,24.07
30.6,9.2,60.1,61.1,28.46
29.4,5.8,37.5,76.3,22.29
21.8,5.1,75.3,56.9,23.62
28.6,7.4,87.4,71.4,27.61
28.7,5.9,98.2,56.0,28.94
34.0,8.7,85.1,50.3,27.27
19.7,4.5,41.7,82.6,20.18
20.9,3.0,87.4,47.5,19.09
23.1,4.1,69.8,58.7,19.16
31.0,6.4,37.8,67.2,21.38
26.0,7.1,71.9,49.1,27.38
24.3,8.2,78.7,74.6,27.32
24.5,11.3,83.0,69.5,35.23
26.6,5.6,69.9,50.3,25.95
23.5,10.4,74.0,64.3,41.11
29.6,3.0,94.0,41.4,19.44
18.4,10.5,61.1,67.2,32.64
28.2,3.3,58.9,55.8,17.53
24.1,8.7,37.4,87.5,25.1
26.1,5.0,92.5,59.4,20.03
30.8,11.9,40.9,45.7,30.09
18.6,10.0,57.5,60.4,32.26
21.7,9.5,92.8,60.6,30.75
26.7,7.1,97.1,53.6,29.05
28.5,6.2,43.7,77.2,24.83
21.1,6.2,35.6,41.1,20.2
21.3,3.2,52.3,85.8,17.11
28.6,10.1,88.3,81.7,33.75
30.3,3.3,49.0,62.1,17.6
25.6,4.6,49.0,75.3,20.74
25.6,11.0,51.4,58.8,32.8
24.8,4.0,79.1,51.4,23.24
22.3,4.2,55.2,42.9,19.34
34.8,2.7,86.2,50.6,27.21
28.6,10.3,40.6,42.4,30.07
24.1,6.0,55.0,50.5,19.41
22.3,6.3,90.4,56.9,26.96
22.3,2.7,58.3,65.3,20.15
23.4,11.0,82.4,79.6,35.03
27.4,5.5,87.6,45.6,23.04
27.9,8.3,72.9,83.7,31.74
29.2,5.9,67.7,60.2,26.34
18.4,8.6,73.3,57.7,28.24
27.8,4.0,80.9,81.7,22.41
27.9,2.6,99.3,76.6,22.71
33.6,9.7,43.0,82.2,31.37
21.9,8.6,84.6,84.6,28.24
18.7,6.0,62.0,49.1,20.74
34.1,2.3,92.9,80.8,21.76
27.6,10.1,36.8,55.6,33.0
19.8,10.8,61.1,42.0,26.17
23.5,4.9,46.8,51.4,20.68
24.7,6.0,30.2,56.6,20.1
31.1,11.0,30.9,75.4,31.14
22.5,9.6,47.7,84.1,24.87
34.1,9.7,96.3,79.6,35.79
27.7,5.5,79.0,48.4,24.46
19.6,10.2,49.3,64.0,27.51
26.6,4.7,66.1,73.1,22.21
27.9,5.0,93.2,58.8,24.62
34.3,7.9,89.6,62.3,30.13
33.5,4.0,41.2,57.5,22.91
34.0,2.7,38.3,52.5,20.18
29.0,6.0,77.5,59.4,24.29
28.9,7.3,40.5,71.2,25.67
29.6,3.7,80.6,50.4,22.22
18.8,11.0,44.3,48.2,31.03
22.5,3.0,68.3,53.5,19.68
22.3,8.3,60.3,53.7,27.36
31.3,10.5,90.3,76.1,32.15
20.9,7.3,68.7,51.3,27.79
30.6,10.0,73.4,75.2,34.64
25.1,10.0,82.9,61.0,37.2
22.6,5.4,65.9,44.6,22.12
33.4,10.3,61.6,62.9,29.99
23.1,8.1,99.7,56.4,31.68
31.1,11.5,67.7,81.6,36.43
30.9,5.0,48.9,58.7,22.1
24.4,2.3,68.3,54.4,18.74
23.5,9.6,34.0,65.1,29.17
18.1,3.2,38.6,83.9,18.74
25.9,9.4,62.3,42.2,28.34
21.0,3.9,64.0,41.9,13.55
18.2,8.4,82.1,47.9,28.2
28.5,5.6,64.7,62.8,21.6
20.1,10.6,83.9,58.4,31.72
23.2,4.1,41.3,47.1,21.36
30.1,3.4,87.1,45.7,24.87
30.7,4.9,30.6,51.7,15.08
34.2,9.7,50.0,59.6,30.57
33.4,6.8,75.0,63.4,30.31
26.8,2.9,92.9,52.7,24.6
34.1,3.8,74.2,87.2,25.88
23.8,2.8,93.3,61.4,18.36
27.4,7.2,43.3,73.4,21.43
27.3,7.1,33.1,68.4,21.97
18.4,4.7,65.8,85.5,22.16
18.6,2.4,42.3,52.2,13.67
22.0,9.2,77.4,61.2,29.92
33.8,2.9,63.9,76.4,18.84
33.4,7.6,85.0,63.5,31.07
28.8,8.5,88.2,64.5,32.77
19.1,11.3,35.8,82.5,28.96
34.2,11.8,69.4,85.2,35.78
19.1,8.0,75.0,89.2,27.92
26.6,4.4,82.4,67.2,27.23
28.5,12.0,45.9,71.3,32.49
30.1,7.7,39.7,89.3,21.34
33.7,3.6,49.4,63.0,17.19
23.8,10.7,85.2,80.2,29.53
24.4,6.9,38.8,45.1,19.9
27.2,10.1,69.5,81.4,33.44
22.2,4.3,51.0,68.8,22.27
27.3,11.0,79.3,62.5,33.83
23.9,6.9,59.0,89.6,24.99
33.8,7.1,71.2,45.0,27.03
23.2,8.0,72.5,60.8,28.97
28.8,8.4,57.4,53.7,27.49
24.6,2.6,69.7,87.5,23.15
34.8,3.8,66.6,50.0,23.38
33.2,10.0,74.4,79.2,30.7
23.4,3.1,67.3,61.2,14.1
18.1,4.3,66.6,51.8,21.21
23.0,7.1,47.7,55.5,24.31
26.4,9.9,68.4,80.0,32.2
23.7,3.7,93.9,67.6,24.71
29.2,8.5,62.1,44.3,29.41
23.6,5.4,36.4,78.5,19.22
23.6,5.4,59.3,45.5,22.02
33.2,2.9,67.7,77.3,20.24
22.9,8.1,86.1,77.9,27.24
28.1,9.1,76.3,72.1,32.26
26.8,3.9,32.4,42.1,16.36
22.4,5.0,86.4,45.0,19.47
20.5,9.9,30.8,83.6,28.29
24.0,11.9,92.8,68.2,35.59
23.4,2.5,65.8,80.7,13.64
24.1,7.0,76.3,69.1,27.53
31.8,6.9,79.5,54.4,27.77
27.1,7.9,87.9,70.0,27.94
34.6,6.1,56.1,46.2,21.67
23.1,3.5,98.9,64.0,23.15
22.2,6.0,86.3,49.9,26.46
18.7,6.0,92.7,45.0,24.92
32.7,8.2,48.6,63.6,29.1
26.1,9.7,39.1,60.1,27.19
23.0,11.4,72.8,79.7,33.98
18.5,11.3,88.3,41.4,35.07
28.6,2.2,88.9,78.0,21.94
23.1,2.9,50.0,41.3,16.05
29.1,7.8,99.9,82.4,29.55
19.9,5.7,73.8,63.3,23.78
26.8,5.1,69.8,75.4,26.74
20.3,6.4,64.4,57.0,22.07
29.1,10.5,73.1,56.7,36.48
30.5,4.7,72.8,78.0,25.56
31.6,10.1,42.6,44.7,28.23
31.5,4.9,41.8,67.5,21.02
32.9,3.4,39.3,59.7,15.89
32.6,5.2,30.7,57.3,14.91
31.8,10.0,98.9,85.1,35.37
22.2,4.9,71.4,51.1,22.74
32.9,5.6,99.2,88.2,25.46
26.3,4.4,51.1,54.9,20.18
20.3,6.0,42.8,72.9,22.31
31.8,7.2,63.1,53.0,27.83
31.8,8.6,82.2,71.8,27.42
25.5,7.9,75.9,70.7,26.44
30.1,4.5,64.4,44.3,22.98
19.8,7.2,75.5,77.2,27.56
20.1,2.5,31.8,44.6,14.34
24.8,6.4,46.2,87.1,26.22
22.0,3.6,31.5,57.2,17.8
32.7,3.6,76.4,54.6,22.19
32.7,10.4,57.6,47.2,31.11
20.4,11.0,57.9,50.7,30.93
23.3,10.8,74.7,78.6,32.62
25.7,9.4,98.5,61.6,31.34
20.1,9.1,71.3,55.4,27.5
20.0,5.8,90.5,86.4,26.71
26.1,8.3,60.4,69.0,25.77
28.3,11.8,98.3,74.8,40.87
20.9,8.5,60.4,53.4,25.16
20.6,11.7,75.3,87.2,33.15
29.9,4.4,96.0,49.0,22.95
33.6,9.7,60.3,63.4,27.3
18.0,7.4,52.0,83.1,23.24
31.0,10.0,72.7,43.0,33.01
18.2,5.6,38.2,70.7,23.36
34.0,3.0,33.4,59.2,15.6
23.9,7.8,51.5,65.7,24.04
31.1,8.8,65.6,80.9,26.71
26.9,2.8,99.6,82.0,21.87
24.3,10.0,52.9,49.4,26.11
24.6,5.5,52.6,43.9,20.36
29.7,4.9,68.2,54.5,21.29
33.0,10.7,89.4,53.9,32.16
31.7,3.5,98.9,87.2,25.13
23.9,3.1,99.7,53.3,25.38
31.0,7.2,94.6,82.5,29.88
20.9,3.8,64.2,48.0,20.76
18.0,7.8,92.6,82.5,31.29
29.7,8.3,44.0,74.6,26.29
19.4,9.0,89.2,86.6,29.37
24.9,9.6,73.3,68.5,32.84
31.9,7.3,31.1,82.0,24.52
24.5,9.2,53.7,88.7,27.35
18.9,7.2,56.4,76.0,26.35
18.3,8.9,81.8,88.8,28.86
33.4,5.3,59.2,42.3,20.84
31.9,2.0,87.5,43.1,19.66
29.1,2.4,97.7,89.9,21.41
18.1,10.3,30.7,66.8,30.36
31.0,9.7,98.3,48.3,33.46
25.3,6.5,52.1,70.9,21.21
19.4,11.7,47.6,56.1,33.0
30.8,8.1,87.0,53.8,28.96
29.8,11.0,77.3,44.8,34.04
21.6,8.7,51.2,46.6,30.35
23.5,3.4,63.3,81.3,22.95
34.4,7.3,79.0,60.8,24.85
20.0,2.4,57.7,72.5,16.86
31.9,11.1,85.8,67.1,31.83
29.1,8.6,72.9,45.9,31.62
21.8,11.0,97.6,44.1,32.7
27.7,3.1,38.1,51.5,18.98
27.8,5.5,42.9,62.7,20.93
18.8,10.5,78.9,45.0,28.84
29.7,11.3,53.8,69.3,34.96
18.9,3.0,96.0,59.8,17.55
27.5,2.0,89.2,89.2,18.77
18.7,4.1,61.4,65.7,18.16
31.4,9.1,100.0,44.3,32.99
34.5,5.3,95.0,62.7,25.54
19.2,6.5,45.4,50.9,20.1
32.9,10.7,83.3,50.1,33.97
31.3,5.8,56.3,56.6,24.35
25.0,3.0,44.9,52.9,16.58
20.9,11.0,42.0,45.0,28.22
30.6,5.7,83.6,81.6,22.32
30.5,12.0,77.3,76.7,29.7
29.3,3.2,86.2,87.2,21.39
23.3,7.0,33.2,70.8,21.79
25.7,7.7,56.2,40.6,24.82
18.2,9.2,74.2,51.9,27.45
23.7,8.7,79.5,41.0,33.12
26.3,3.1,59.0,50.3,17.91
22.4,4.9,71.4,79.8,26.12
27.6,6.7,38.2,44.4,19.73
22.6,3.8,43.2,42.7,21.51
29.0,9.8,44.8,63.4,29.92
27.8,8.0,67.0,69.7,31.84
32.7,8.3,59.1,74.6,32.03
21.3,5.1,66.0,70.1,21.69
30.9,5.7,44.6,53.2,19.56
32.9,10.6,75.3,48.4,32.98
18.7,5.1,43.3,84.3,20.9
25.1,9.1,92.8,57.4,27.83
23.9,7.8,42.1,86.1,24.52
18.4,11.8,99.9,83.0,39.27
31.1,3.4,34.6,52.1,19.72
32.9,4.3,50.7,70.9,21.24
31.0,11.3,65.9,80.7,32.95
30.3,4.1,49.5,75.9,21.38
24.0,7.3,51.6,67.9,24.13
22.2,3.9,43.4,73.9,17.79
26.4,6.2,68.0,68.7,25.86
19.7,11.7,97.9,66.3,32.51
28.9,4.0,66.3,58.6,20.0
28.4,3.1,93.9,59.8,26.49
33.3,11.9,59.1,47.4,34.91
33.4,2.8,61.1,78.5,23.31
34.4,11.3,56.8,81.3,38.43
19.2,8.6,34.4,83.1,24.07
30.3,10.2,45.3,48.6,31.41
23.3,6.2,34.1,53.6,23.3
30.4,2.5,47.6,80.2,18.02
27.5,8.4,80.7,40.8,29.1
34.7,8.4,73.3,51.3,29.32
26.0,2.7,73.5,90.0,23.47
20.0,5.0,60.2,84.6,23.21
28.7,5.1,74.5,69.5,21.32
25.5,10.0,78.8,71.2,31.37
23.6,8.0,51.7,48.0,27.29
28.3,3.1,91.2,48.4,21.18
32.4,2.4,80.1,76.2,20.07
22.1,5.8,60.7,57.8,18.89
29.5,6.8,87.3,82.0,28.72
30.5,9.4,78.3,60.6,30.44
34.4,3.1,59.8,62.3,19.55
21.7,4.2,84.7,73.8,18.96
26.7,10.1,96.5,46.7,37.77
29.9,3.0,96.6,63.2,20.35
18.8,2.6,56.2,47.0,13.08
32.8,9.1,33.1,87.4,29.91
23.8,2.3,38.1,58.9,17.9
29.5,9.6,95.4,87.7,32.16
24.9,4.5,47.1,47.1,17.88
33.3,7.0,90.7,48.9,28.09
31.7,11.9,85.9,73.2,37.52
25.9,3.7,54.5,61.0,17.46
34.1,8.6,53.9,62.4,26.55
31.1,5.8,45.5,79.3,19.41
25.4,9.0,74.3,68.1,29.08
33.1,8.8,65.4,71.0,28.68
27.0,3.6,83.7,57.5,23.1
27.5,6.6,31.7,68.0,23.06
19.9,9.2,97.6,49.2,29.23
33.2,9.4,36.2,45.3,30.25
24.7,3.0,37.4,82.1,14.01
26.2,3.3,69.2,77.1,19.57
34.8,7.6,60.0,73.3,33.23
32.0,6.8,59.7,59.2,23.77
20.0,10.2,44.2,43.8,27.01
31.1,9.2,87.4,48.0,31.39
22.0,8.0,53.2,76.1,23.06
20.8,6.4,39.9,79.5,23.81
31.9,11.4,50.3,69.5,31.47
27.1,8.2,59.4,84.9,26.42
26.0,11.6,92.6,88.5,33.61
19.8,6.0,88.8,72.5,26.33
19.6,11.9,76.3,44.2,34.46
24.8,11.7,95.0,40.9,35.73
34.0,8.3,73.7,59.1,28.76
21.7,4.9,82.6,75.6,21.27
30.3,4.5,55.0,84.3,20.92
27.1,7.7,51.5,50.1,25.75
27.4,2.7,72.9,84.3,17.06
34.2,4.1,89.8,74.7,22.69
32.6,7.0,52.3,66.9,28.43
32.4,10.7,66.6,42.8,34.87
18.9,5.9,31.5,49.6,23.2
34.8,9.2,98.2,82.1,36.19
34.1,10.5,91.3,46.5,34.69
19.8,10.7,60.0,41.5,28.34
27.4,7.4,73.2,51.5,20.69
18.4,4.7,50.5,68.8,23.16
19.8,8.8,99.9,73.6,30.51
32.7,7.4,38.0,49.5,26.11
18.7,3.4,50.1,67.4,18.65
22.4,10.9,67.0,45.6,31.14
26.4,9.5,35.7,56.0,27.57
22.4,3.5,71.2,49.5,21.97
33.9,7.8,83.1,41.9,29.11
23.5,10.6,39.5,78.9,28.3
30.2,3.9,69.8,60.5,18.7
31.1,7.5,39.4,44.5,27.36
18.8,6.9,41.2,76.7,25.75
24.5,11.0,57.1,59.9,34.04
21.3,7.4,77.0,44.0,27.08
22.4,7.8,31.2,40.2,21.29
25.0,3.7,74.2,88.1,19.42
18.9,4.3,46.0,45.9,19.61
28.4,7.0,97.6,50.8,28.5
21.3,3.7,59.4,59.2,17.21
19.4,8.6,71.3,87.2,32.06
25.6,10.2,82.9,41.8,33.23
23.8,5.7,40.7,61.1,22.56
34.6,9.8,94.6,77.3,36.8
31.6,11.9,75.1,76.2,36.46
22.6,9.8,89.0,88.2,33.08
28.1,6.8,61.7,69.8,23.24
27.1,10.6,42.5,71.0,29.59
21.1,5.6,58.8,87.1,24.54
31.0,8.2,51.9,54.6,24.15
29.9,2.5,42.8,80.8,16.0
20.2,4.4,94.4,68.8,24.63
30.3,4.2,76.9,43.8,18.73
28.7,4.2,87.2,44.5,20.42
18.2,5.0,91.8,77.5,25.33
18.9,8.0,92.1,45.9,32.69
27.3,10.6,45.5,86.5,34.65
19.5,6.6,32.7,86.3,23.94
28.3,7.2,90.6,83.0,33.46
20.9,11.4,65.5,79.9,32.34
29.7,7.7,50.3,45.7,24.91
24.3,9.6,85.4,80.2,34.62
30.6,2.3,51.8,76.4,18.51
21.3,2.9,70.3,44.3,14.46
29.1,3.6,83.0,43.9,26.24
34.5,10.4,38.2,66.1,32.25
26.3,7.8,38.7,78.5,24.66
22.7,7.9,32.9,67.4,26.87
23.4,10.3,56.6,44.3,29.61
21.2,10.3,99.3,88.9,34.19
27.7,8.4,97.6,60.5,27.6
26.7,11.7,96.1,62.6,39.78
27.3,11.5,91.3,79.3,37.79
29.6,5.8,51.6,46.2,20.54
18.3,4.3,83.3,62.1,24.32
20.1,4.4,92.3,68.1,24.42
21.6,9.5,61.4,80.9,27.65
18.1,4.7,92.5,68.9,25.26
21.2,2.6,73.0,48.9,16.92
32.4,3.6,78.9,85.2,24.32
29.0,7.6,74.6,65.9,28.16
20.7,6.3,81.8,68.1,28.69
18.6,11.9,88.5,79.6,35.45
22.2,3.4,95.0,67.7,20.53
30.1,2.1,68.5,82.6,14.62
25.6,8.7,51.3,42.9,24.98
27.1,2.8,85.4,65.2,18.14
27.1,9.8,92.3,77.0,30.68
22.0,4.2,74.2,87.9,16.46
20.9,5.6,63.2,57.1,22.21
20.7,11.3,59.0,71.1,32.38
34.4,4.5,82.8,74.3,21.48
34.0,3.2,56.8,61.0,20.21
30.7,6.8,56.1,82.7,22.71
29.0,4.4,52.1,85.1,25.26
21.8,3.6,81.5,69.6,20.39
20.0,5.3,57.6,66.6,21.18
33.9,6.9,95.4,88.2,31.39
22.8,2.1,66.0,68.0,16.84
21.2,2.7,96.6,50.6,18.62
33.7,3.8,39.7,78.2,18.1
20.7,2.7,91.5,76.3,21.78
23.1,3.4,89.7,56.8,19.2
21.0,9.5,56.3,72.1,28.47
18.3,7.1,76.8,79.5,26.2
21.1,5.1,91.2,67.1,25.58
25.7,6.3,55.3,74.1,19.77
27.0,7.7,95.7,86.0,28.74
20.9,9.4,77.0,83.8,31.39
30.2,11.7,41.3,40.2,29.23
27.1,12.0,97.9,82.1,40.51
28.2,2.5,78.1,87.2,18.55
23.4,9.1,40.9,49.7,26.4
21.4,2.5,70.9,45.7,19.24
31.5,5.5,87.0,40.2,24.28
24.0,8.9,85.2,86.1,30.75
26.9,5.0,85.0,75.1,23.19
30.6,9.7,55.5,80.5,30.39
32.9,9.5,42.4,83.2,30.76
25.6,8.9,69.3,66.0,29.85
34.5,3.9,91.2,71.6,26.37
27.0,6.0,68.8,82.2,26.84
31.5,8.9,37.6,55.2,26.89
19.3,11.5,77.5,66.1,27.24
19.6,8.0,99.6,72.1,26.3
28.4,3.7,62.0,87.8,22.74
24.6,4.0,61.5,60.1,20.79
31.0,3.0,63.9,89.2,23.06
27.7,5.8,65.4,73.2,25.07
28.5,11.8,72.5,87.4,38.87
20.8,10.1,39.2,84.7,26.95
27.4,4.1,83.4,78.5,23.74
27.3,8.3,87.3,64.3,27.53
30.5,6.3,65.1,41.2,28.0
30.0,7.2,44.6,48.1,27.92
28.6,6.4,72.7,65.7,21.8
20.7,11.6,64.6,51.4,31.39
34.5,2.1,78.4,82.1,20.15
28.4,5.6,42.8,78.0,21.41
20.8,10.8,41.3,74.1,26.88
31.7,2.0,51.6,43.1,17.18
20.4,8.8,35.3,44.6,22.64
22.6,2.1,72.0,47.3,14.85
27.6,9.3,88.6,55.3,31.93
20.6,7.2,81.9,66.2,29.28
19.5,3.5,88.6,74.9,24.22
29.6,5.8,60.9,84.8,25.37
18.7,3.3,73.5,66.5,17.46
24.0,9.4,89.1,65.1,29.77
22.2,4.8,73.7,44.9,24.53
33.9,3.9,38.6,60.7,21.29
27.8,2.3,35.1,41.8,11.93
19.2,10.6,38.8,53.5,30.35
25.0,6.8,93.7,84.3,29.86
24.4,4.7,36.0,75.0,19.43
20.5,6.9,70.6,42.6,25.98
30.5,3.2,42.4,72.3,19.2
21.2,2.2,48.7,75.7,19.25
32.4,10.0,47.5,76.4,29.26
33.9,7.4,70.5,79.1,24.54
19.5,3.6,76.6,54.5,19.05
29.2,6.7,82.5,67.7,26.08
28.6,3.6,87.7,80.5,22.56
26.7,6.0,35.7,73.9,22.81
28.8,4.8,56.9,50.8,24.17
33.4,8.8,57.3,81.2,30.02
30.9,6.7,66.1,54.6,24.44
29.0,3.1,72.1,73.2,20.49
25.3,5.4,73.0,41.6,24.9
22.1,9.1,66.6,55.7,29.08
21.5,2.8,98.7,82.2,23.31
21.7,4.9,78.6,71.2,22.3
32.7,3.5,52.8,56.6,21.41
20.0,11.1,51.3,88.1,29.36
20.0,5.6,42.5,75.0,19.34
18.4,6.8,41.1,46.7,19.05
30.3,5.7,31.4,60.6,19.13
18.1,4.7,97.8,74.9,23.39
33.6,11.6,87.3,55.5,34.16
34.5,9.8,79.1,72.4,34.2
22.0,3.0,67.2,69.0,16.62
18.7,9.0,71.6,71.1,31.08
34.4,6.4,35.4,44.1,26.17
21.6,4.4,72.6,82.4,17.78
27.1,10.5,67.1,41.8,32.86
29.0,11.0,72.0,66.4,33.05
28.1,10.5,62.9,46.7,30.62
32.4,11.6,46.7,44.9,33.61
26.2,9.6,50.3,52.1,27.15
26.9,7.5,85.1,80.2,26.65
35.0,3.4,31.9,64.2,14.62
27.5,8.2,50.7,56.8,26.74
21.4,2.1,95.8,58.4,16.72
20.9,7.1,92.0,60.0,29.57
32.8,11.5,61.8,67.6,32.49
24.1,9.1,80.5,50.5,32.95
34.1,7.1,78.9,51.6,25.88
31.7,4.0,37.8,70.6,16.15
34.1,8.4,40.6,82.5,25.02
27.5,8.5,35.8,58.9,25.82
18.7,7.0,76.8,53.0,25.76
32.5,6.2,51.4,82.2,24.87
27.9,2.3,92.8,69.5,21.32
32.8,11.8,74.5,59.1,34.39
22.8,4.5,44.0,60.9,17.15
32.6,3.0,97.5,50.1,22.69
21.4,3.8,75.5,62.4,21.18
22.8,7.2,96.8,60.0,25.75
20.5,3.7,61.5,85.4,19.6
20.4,3.5,84.0,51.8,21.62
19.8,6.1,76.1,80.6,21.02
27.1,8.2,90.1,87.2,31.83
29.5,4.8,48.0,51.7,20.44
21.6,7.1,94.7,89.2,28.97
33.6,6.1,74.9,68.1,23.94
19.7,10.0,40.1,70.9,25.98
19.9,2.9,95.9,49.5,19.34
33.0,9.6,99.4,70.4,32.72
29.8,7.5,55.0,89.0,27.2
21.1,4.0,58.7,49.9,20.68
34.8,3.3,45.9,69.1,23.09
18.6,8.2,70.0,59.6,24.63
19.8,3.1,58.3,63.9,20.16
22.8,10.0,81.8,66.6,35.13
30.5,8.1,36.3,54.9,25.76
30.2,8.9,35.3,79.2,29.55
31.6,8.2,33.8,73.8,28.08
27.3,11.0,72.4,69.7,34.9
28.2,2.4,93.7,67.5,16.73
23.9,7.7,72.5,47.0,25.68
24.5,9.2,53.6,41.7,27.11
19.6,4.8,87.9,67.6,25.19
20.0,6.7,60.5,61.2,27.87
29.9,3.4,64.0,41.4,21.44
18.4,6.2,58.9,44.1,20.26
25.7,3.8,83.1,51.3,22.17
29.3,10.4,91.4,66.8,34.68
26.2,4.3,70.7,86.1,21.33
19.2,6.4,60.9,47.6,25.31
31.0,6.7,71.6,44.5,24.51
26.1,10.5,45.0,40.8,30.46
23.0,8.3,42.1,43.0,26.49
20.9,7.6,65.3,83.6,25.35
28.4,2.5,46.1,65.0,16.9
33.7,3.1,91.2,63.7,22.5
22.5,4.3,31.2,68.4,20.33
32.9,9.8,43.6,43.1,28.35
29.3,2.8,39.1,57.2,11.34
18.3,9.8,68.1,82.8,25.47
32.4,10.3,35.3,54.6,34.87
24.7,7.0,84.0,65.0,28.97
32.4,11.4,93.2,61.3,34.55
21.4,8.0,88.8,45.7,32.51
26.8,11.9,47.9,59.1,33.22
21.5,9.6,41.5,50.0,26.12
26.3,2.5,84.9,72.1,18.61
33.7,4.9,37.4,49.9,17.49
26.6,11.4,46.9,58.0,34.03
34.9,7.3,58.0,90.0,28.37
22.6,3.9,41.6,59.8,20.3
28.3,9.8,36.0,74.5,28.86
34.4,11.0,34.5,48.3,29.34
30.8,2.7,67.0,73.8,19.27
29.8,3.7,37.3,68.2,18.56
30.6,8.6,93.2,57.1,33.07
23.6,9.8,92.7,66.7,33.87
22.9,4.6,39.0,45.4,21.12
20.5,8.8,65.3,81.0,25.7
28.3,5.9,42.6,61.2,18.38
33.7,11.3,76.0,58.6,33.14
31.0,9.3,44.2,81.5,26.81
34.8,4.9,62.2,68.3,23.05
34.9,5.8,32.5,57.9,19.86
25.4,6.0,31.1,40.3,18.96
26.8,10.2,94.0,63.7,35.24
32.0,11.4,85.8,80.8,36.11
31.0,7.8,43.7,78.3,26.56
31.2,6.9,43.8,64.8,25.92
27.5,10.9,61.6,81.5,34.01
28.0,7.7,70.5,56.4,30.0
32.3,2.9,99.2,57.9,23.33
34.0,7.7,92.3,81.6,30.75
31.2,4.6,39.9,88.3,20.65
31.1,8.7,62.4,76.3,29.63
20.7,11.2,72.3,85.0,34.17
32.5,4.0,70.0,47.4,20.04
34.1,5.5,33.9,79.1,22.39
22.6,7.4,39.8,60.8,19.43
21.3,8.5,81.7,47.1,28.91
20.8,5.9,61.6,49.6,24.9
18.4,11.3,45.4,86.1,32.87
24.9,3.7,92.2,86.4,19.72
21.0,6.0,44.7,64.8,19.59
20.2,8.8,59.7,41.6,25.08
30.4,9.8,39.2,77.2,33.3
31.0,9.1,43.9,61.2,30.17
29.9,6.5,99.4,86.0,32.34
29.3,11.6,71.0,74.7,38.54
26.8,7.6,81.6,67.1,27.36
19.0,6.3,75.6,53.4,25.47
34.6,9.9,68.8,43.0,29.67
34.8,4.9,76.6,80.1,21.08
33.0,5.9,48.4,69.2,23.18
31.0,10.5,54.1,56.2,34.75
31.0,9.4,95.3,46.3,29.92
28.1,11.2,52.6,61.6,31.77
19.9,6.8,54.6,42.0,25.5
32.0,2.9,39.0,88.5,16.11
29.5,11.3,36.0,68.0,30.11
19.3,9.8,65.7,81.8,26.38
28.3,4.0,57.4,85.4,17.85
21.2,2.4,69.2,55.1,19.53
27.5,10.5,91.4,55.3,33.69
22.2,10.8,91.8,61.3,31.43
28.9,9.7,71.1,63.8,32.52
31.2,7.7,67.8,46.6,28.58
18.8,5.8,34.3,47.7,17.46
19.2,8.6,78.2,69.4,27.73
35.0,5.8,31.7,50.6,25.99
29.6,7.6,75.2,47.6,28.05
23.3,3.6,78.7,48.7,26.67
22.0,6.3,94.8,56.9,26.29
